userName,score,tanggal,appVersion,ulasan,sentimen
Pengguna Google,1,05/05/2026 11:37,4.16.1,berarti bukan saya aja ya klo mau msuk gak dpet otp sms nya smpe menit gak masuk trus jga chat d wa pandawa nya ko lelet ya blsnya biasanya gak pernah ini lemot bngt bls wa jga pandawa nya,negatif
Pengguna Google,5,05/05/2026 11:29,4.14.0,sangat membantu,negatif
Pengguna Google,1,05/05/2026 11:27,4.16.0,kurang maksimal terlalu ribet padahal sampai di rs daftar lagi juga baru dipakai udah disuruh update lalu diupdate suruh kosongkan memori padahal udah saya kosongkan apk terlalu ribet,negatif
Pengguna Google,5,05/05/2026 11:25,4.16.1,mantappppp,positif
Pengguna Google,5,05/05/2026 11:15,4.14.0,oke,positif
Pengguna Google,5,05/05/2026 11:11,4.16.1,sangat sangat amat membantu menolong bagi orang yg tidak mampu trimakasih,negatif
Pengguna Google,5,05/05/2026 11:06,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/05/2026 11:03,4.16.1,yg terbaik untuk indonesia,positif
Pengguna Google,1,05/05/2026 11:03,4.16.1,ini aplikasi bisa di gunakan tidak ya minta kode verifikasi sms kok gak ada kiriman,negatif
Pengguna Google,1,05/05/2026 11:03,4.16.1,belibet ngak fungsi,negatif
Pengguna Google,5,05/05/2026 10:56,4.16.1,good,negatif
Pengguna Google,1,05/05/2026 10:54,4.16.1,ribet banget nunggu sms sampe jam ga muncul,negatif
Pengguna Google,4,05/05/2026 10:49,4.14.0,masih cari kekurangannya dan kelebihannya,negatif
Pengguna Google,5,05/05/2026 10:45,4.11.2,bisa digunakan,negatif
Pengguna Google,1,05/05/2026 10:44,4.16.1,gajelas apk nya ga bisa dibuka force close mulu,negatif
Pengguna Google,1,05/05/2026 10:21,4.16.1,aplikasi ribet sudah verifikasi email dan nomor telepon pas sudah masuk akunya harus verifikasi lagi pas di masukin nomor telpon yang terdaftar gak bisa harus ubah nomor telpon lagi ke pandawa mohon diperbaiki lagii waktu jadi terbuang sia sia buat daftar doanggg,positif
Pengguna Google,2,05/05/2026 10:18,4.16.1,baru mgg kmren d update skrng mnt d update lg,negatif
Pengguna Google,1,05/05/2026 10:11,4.16.1,setiap mau daftar selalu ganguan permintaan anda belum bisa di proses berulang kali selalu seperti ini,negatif
Pengguna Google,1,05/05/2026 10:03,4.16.1,biasa lah apk pemerintah biaya nya di korupsi semua jadi aplikasi nya jelek,negatif
Pengguna Google,5,05/05/2026 10:00,4.16.1,mantap ga bisa masuk ampe ganti hp jga sama aj,positif
Pengguna Google,5,05/05/2026 9:56,4.16.1,oke,positif
Pengguna Google,5,05/05/2026 9:55,4.16.1,baik,positif
Pengguna Google,5,05/05/2026 9:51,4.16.0,bagus sangat membantu,positif
Pengguna Google,5,05/05/2026 9:26,4.16.1,baik,positif
Pengguna Google,5,05/05/2026 9:25,4.16.1,pindah faskes,negatif
Pengguna Google,1,05/05/2026 9:20,4.16.1,udah bayar tagihan tapi masih ada tagihan di jkn nya gimana sih padahal cuma telat hari gimana kalo telat nya berbulan bulan tolong dong di perbaiki padahal udah bayar lho gimana sih orang tua saya mau kontrol hari ini jadi susah gara gara ini padahal biasanya lancar kalo lagi ada maintenance bilang dong nyusahin aja makin kesini malah makin ribet bukan nya mempermudah malah mempersulit udah pengaduan tanggepan nya sama aja,positif
Pengguna Google,5,05/05/2026 9:20,4.16.1,tolong saya enggak bisa lagi ambil nomer antrian online di faskes tingkat lanjut lagi sekarang,negatif
Pengguna Google,5,05/05/2026 9:19,4.16.1,baik,positif
Pengguna Google,5,05/05/2026 9:12,4.16.1,terimakasih atas pelayanan yang baik,positif
Pengguna Google,5,05/05/2026 9:04,4.16.1,sangat membantu dan mudah untuk dipakai,negatif
Pengguna Google,4,05/05/2026 9:03,4.16.1,baik,positif
Pengguna Google,5,05/05/2026 9:00,4.16.1,ok,negatif
Pengguna Google,4,05/05/2026 9:00,4.16.0,sangat bermanfaat,negatif
Pengguna Google,5,05/05/2026 8:59,4.16.1,best,positif
Pengguna Google,1,05/05/2026 8:50,4.16.1,udah daftar online k rumah sakit bisa pas k rs mau buka aplikasinya malah gag bisa tulisannya nik salah padahal registrasi ama mau log in liat ktp fisik biar gag salah malah gag bisa katanya tulisannya salah ngapain ribet pake nik kalo malah gag bisa masuk gag jelas aplikasinya,negatif
Pengguna Google,1,05/05/2026 8:46,4.16.1,aplikasi bodong minta kode verifikasi otp ga masuk tu kodenya dan ga ada solusi mau dari pandawa call center ini yg jalanin aplikasi kayaknya bot,negatif
Pengguna Google,1,05/05/2026 8:43,4.16.1,aplikasi gak guna gak mempermudah malah mempersulit mau ambil antrean kontrol poli aja pake aplikasi gak jelas registrasi ribet pengembang aplikasi gak kompeten jadinya ya gini pokok yang berbau pemerintah indonesia pasti ribet dan gak jelas,negatif
Pengguna Google,1,05/05/2026 8:37,4.16.1,sistem kau perbaiki faskes pertama tidak mungkin bisa buat rujukan baru jika faskes rujukan yang sebelumnya belum ditutup dari rumah sakit gegara sistem kalian kendor begini saya jadi mondarmandir harus tutup faskesnya buka lagi faskes baru baru bisa berobat kebesokannya perbaiki sistem kalian kesalahan sistem kalian tapi kami yang dirugikan jadi mondarmandir padahal kita ada bukti kontrol,positif
Pengguna Google,3,05/05/2026 8:27,4.16.1,ambil kuota masih aja harus ke rumah sakit gak bisa ambil lewat aplikasi,negatif
Pengguna Google,5,05/05/2026 8:24,4.16.1,aplikasi mudah digunakan,negatif
Pengguna Google,4,05/05/2026 8:13,4.16.1,tapi kami susah mau rubah jadual dimana beauk sdh terjadual kontrol tp besuk ada halangan mau ajukan ke kamis tgl tp ke mana,negatif
Pengguna Google,5,05/05/2026 8:10,4.16.1,pendaftaran menjadi lebih mudah tengkyu mjkn,negatif
Pengguna Google,1,05/05/2026 8:09,4.16.1,kenapa sih harus diribet ribet kaya gini ibu saya mau berobat juga susah harus verifikasi otp yang ga masuk pdhal nomer sesuai terus disuruh beli pulsa dulu tetep aja ga masuk otp nya,positif
Pengguna Google,1,05/05/2026 8:09,4.16.1,layanan pemerintah pada dongo di wa bolak balik aja balesanya,negatif
Pengguna Google,5,05/05/2026 8:06,4.16.1,mudah mengganti faskes via aplikasi,negatif
Pengguna Google,5,05/05/2026 8:06,4.16.1,mantap,positif
Pengguna Google,2,05/05/2026 8:01,4.16.1,setiap mau buka aplikasi pasti keluar dari akun,negatif
Pengguna Google,5,05/05/2026 7:55,4.16.1,pihak developer aplikasi yang buat gimana dengan sistem ini ga jelas kelayakan nya saya tahu memang dari kalangan sederhana apa iya make sistem kasta misalnya dengan status tinggi langsung fast respon giliran kalangan sederhana ga akurat udah minta kode otp beberapa kali tetap ga masuk juga kecewa saya memang,negatif
Pengguna Google,5,05/05/2026 7:43,4.15.0,enak jdi gampang,negatif
Pengguna Google,5,05/05/2026 7:36,4.16.1,sangat membantu sekali,negatif
Pengguna Google,5,05/05/2026 7:31,4.16.1,sdh bagus,positif
Pengguna Google,5,05/05/2026 7:25,4.16.1,sudah update dan lnsg bisa di buka app,negatif
Pengguna Google,1,05/05/2026 7:19,4.16.1,mau registrasi susah amat nungguin buat ngirim kode otp nya semua nya udah sesuai giliran ke email ada tapi harus ttep masukin kode dari sms pdahal kode nya ga nyampe gimna sii,positif
Pengguna Google,5,05/05/2026 7:04,4.16.1,membantu sekali untuk daftar berobat secara online jadi mudah dpt nomor antriannya cepet,negatif
Pengguna Google,5,05/05/2026 7:02,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/05/2026 6:56,4.16.1,cepat memproses data,positif
Pengguna Google,4,05/05/2026 6:55,4.16.1,bagaimana merubah no rujukan dan merubah nomor handphone verifikasi padahal nomornya benar,negatif
Pengguna Google,1,05/05/2026 6:54,4.16.1,mau daftar di suruh isi no hp sama email tapi setiap diklik gk respon jdi gk bisa isi ho hp gk bisa isi email gk bisa daftar trus gunanya apl ini apa,negatif
Pengguna Google,5,05/05/2026 6:50,4.16.1,top,positif
Pengguna Google,5,05/05/2026 6:42,4.16.1,makasih memudahkan,negatif
Pengguna Google,5,05/05/2026 6:40,4.15.0,aplikasi nya bagus pelayanan jadi mudah cuma sllu minta di update udah mau di update gagal pulak gimana ni,positif
Pengguna Google,5,05/05/2026 6:36,4.16.0,good job,negatif
Pengguna Google,5,05/05/2026 6:31,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/05/2026 6:22,4.16.1,kren,negatif
Pengguna Google,5,05/05/2026 6:19,4.16.1,semoga lancar,positif
Pengguna Google,1,05/05/2026 6:16,4.15.0,update terus menerus setiap login semakin lama semakin ribet yah pakai jkn klo menurut saya lebih baik pendaftaran langsung ke rs saja ngantri dan tidak ribet seperti ini karena pasien manula tidak semua bisa memakai aplikasi ini,negatif
Pengguna Google,5,05/05/2026 6:05,4.16.1,mantap,positif
Pengguna Google,5,05/05/2026 6:03,4.16.1,akun saya tidak bisa menerima sms verifikasi,negatif
Pengguna Google,1,05/05/2026 5:58,4.16.1,gabisa masuk udah lama di tunggu masih gabisa tolong di perbaiki,negatif
Pengguna Google,3,05/05/2026 5:57,4.15.0,harus update mobile jkn nya ternyata ketika diupdate memorinya sangat besar kl tdk diupdate g bisa digunakan,negatif
Pengguna Google,5,05/05/2026 5:54,4.16.1,mantap,positif
Pengguna Google,5,05/05/2026 5:54,4.16.1,mantap,positif
Pengguna Google,5,05/05/2026 5:40,4.15.0,alhamdulillaah selalu lancar tanpa ada hambatan,positif
Pengguna Google,4,05/05/2026 5:38,4.16.1,mantap,positif
Pengguna Google,4,05/05/2026 5:32,4.15.0,sangat puas,positif
Pengguna Google,1,05/05/2026 5:28,4.16.1,mau ambil antrean online harus isi skrining sudah isi gabisa disimpan tolong klo update testing yang benerr udah ada codex masih ngebug cape deh,negatif
Pengguna Google,5,05/05/2026 5:27,4.16.1,aplikasi yang sangat bagus dan membantu,positif
Pengguna Google,5,05/05/2026 5:20,4.16.1,selalu bisa membantu dengan cepat,positif
Pengguna Google,1,05/05/2026 5:20,4.16.1,cari nomor antrian susah sekali sdh bulan mau ambil no antrian tdk pernah dapat selalu nya full setiap hari buka apk,negatif
Pengguna Google,1,05/05/2026 5:16,4.14.0,apk musingin selalu minta update habisin memory aja,negatif
Pengguna Google,5,05/05/2026 5:12,4.16.1,ok,negatif
Pengguna Google,5,05/05/2026 5:04,4.16.1,terbaik,positif
Pengguna Google,5,05/05/2026 5:02,4.16.1,ok sangqt membantu dan sangat mudah diakses,negatif
Pengguna Google,1,05/05/2026 4:57,4.16.1,kenapa ahir ini eror aplikasinya,negatif
Pengguna Google,1,05/05/2026 4:51,4.16.1,bikin pusing,negatif
Pengguna Google,5,05/05/2026 4:48,4.16.1,sangat membantu dlm pelayanan,negatif
Pengguna Google,1,05/05/2026 4:32,4.16.1,aplikasi terjelek mau masuk susah,negatif
Pengguna Google,5,05/05/2026 4:31,4.16.0,menyingkat waktu,negatif
Pengguna Google,5,05/05/2026 4:30,4.16.1,sangat membantu,negatif
Pengguna Google,2,05/05/2026 4:17,4.16.1,udah hari buat daftar nomer minta verifikasi gak pernah di gubres blasss capek aq,negatif
Pengguna Google,5,05/05/2026 4:07,4.16.1,ok,negatif
Pengguna Google,5,05/05/2026 3:56,4.16.1,aplikasi yg sangat membantu dalam layanan yg memuaskan,positif
Pengguna Google,5,05/05/2026 3:53,4.15.0,pelayanan bagus,positif
Pengguna Google,5,05/05/2026 3:45,4.16.1,sangat bermanfaat,negatif
Pengguna Google,1,05/05/2026 3:44,4.16.1,aplikasi gak jelas gak bisa daftar akun ngapain dibuat aplikasi kalo gak bisa digunakan gak jelas aplikasi ini,negatif
Pengguna Google,5,05/05/2026 3:43,4.9.0,sangat memuaskan,positif
Pengguna Google,5,05/05/2026 3:43,4.16.1,baik sekali,positif
Pengguna Google,5,05/05/2026 3:43,4.16.1,bagus,positif
Pengguna Google,5,05/05/2026 3:42,4.16.1,sangat baik cukup membantu,positif
Pengguna Google,5,05/05/2026 3:36,4.16.1,helpfull,negatif
Pengguna Google,5,05/05/2026 3:34,4.16.1,lebih mudah cepat banyak manfaatnya,positif
Pengguna Google,3,05/05/2026 3:28,4.13.1,karena sering keluar sendiri aplikasinya,negatif
Pengguna Google,1,05/05/2026 3:22,4.16.1,selalu tiba tiba log out dan untk log in sangat sulit coba masuk dengan lupa password dan masukin nomor hp malah di katain nomor hp salah padahal admin bpjs kesehatan bisa mengirim pesan ke ponsel saya setiap saya lupa bayar kenapa di akun jkn katanya nomor sy salah tolong di benerin lagi lah app nya klu gk hapus aja buat emosi aja,negatif
Pengguna Google,1,05/05/2026 3:22,4.16.1,aplikasi gak jelas mempersulit verifikasi muka kagak bisa verifikasi nomor gak bisa gak jelas gak jelas,negatif
Pengguna Google,5,05/05/2026 3:15,4.16.1,sangat memudahkan,negatif
Pengguna Google,5,05/05/2026 3:15,4.16.1,terimakasih saya puas dengan layanan ini,positif
Pengguna Google,1,05/05/2026 3:14,4.14.0,ortu gua mau verifikasi otp karna lupa password aja harus berkali kali semua udah benar tapi ko gk diproses ya apk ribet dan parahnya lagi smua klinik tidak nerima daftar offline kan ribet banget haduuhhh,negatif
Pengguna Google,5,05/05/2026 3:02,4.16.1,terima kasih semoga tetap amanah untuk rakyat,positif
Pengguna Google,5,05/05/2026 2:56,4.16.1,mantabz,negatif
Pengguna Google,1,05/05/2026 2:54,4.16.1,jelek apk jkn setiap pembaruan apk selalu log out,negatif
Pengguna Google,5,05/05/2026 2:52,4.16.1,terbaik,positif
Pengguna Google,5,05/05/2026 2:43,4.16.1,ok,negatif
Pengguna Google,1,05/05/2026 2:40,4.16.1,nyusahin ga jelas ribet nya pake banget kalua blm siap mending gausah make ginian,negatif
Pengguna Google,5,05/05/2026 2:33,4.16.1,bagus,positif
Pengguna Google,5,05/05/2026 2:26,4.16.1,mohon aplikasi nya jangan ada gangguan saat jam operasi berobat,negatif
Pengguna Google,1,05/05/2026 2:22,4.16.1,susah banget scan wajahnya daftar pake nomor baru malah harus pake nomor yang lama perbaiki lah aplikasi scan wajahnya,negatif
Pengguna Google,1,05/05/2026 2:18,4.16.1,jelek banget ngasih otp doang kayak nungguin indonesia bebas korupsi,negatif
Pengguna Google,5,05/05/2026 2:13,4.16.1,bagus,positif
Pengguna Google,5,05/05/2026 2:13,4.16.1,lebih mudah lebih praktis,negatif
Pengguna Google,5,05/05/2026 1:59,4.16.1,mantap,positif
Pengguna Google,4,05/05/2026 1:34,4.16.1,bagsu,negatif
Pengguna Google,1,05/05/2026 1:28,4.16.1,capek ngisi ulang data data berulang kali,negatif
Pengguna Google,1,05/05/2026 1:27,4.16.1,sebenarnya ni apl dibuat untuk mempermudah apa mempersulit sih daftar aja verifikasi nya susah nya minta ampun bekali kali nyoba gagal melulu perbaikin tuh apl nya masa kalah ama app luar,positif
Pengguna Google,5,05/05/2026 1:24,4.16.1,beberapa bulan yang lalu sebelum update saya bisa melakukan login kedalam akun saya kini setelah update saya tidak bisa login masuk melihat akun saya mohon bantuannya dan di perbaiki sistem program nya terimakasih,positif
Pengguna Google,5,05/05/2026 1:22,4.16.1,membantu sekali,negatif
Pengguna Google,4,05/05/2026 1:21,4.16.0,asal di appgread data riwayat pengobatan hilang,negatif
Pengguna Google,2,05/05/2026 1:18,4.16.1,kalo emang harus pake aplikasi harusnya benerin dong masa rujukannya ga muncul alhasil gabisa ambil antrean,negatif
Pengguna Google,5,05/05/2026 1:12,4.16.1,good aplikasi,negatif
Pengguna Google,1,05/05/2026 1:10,4.16.1,kode otp sms mana ya gak muncul udah saya coba berkali kali yang muncul hanya otp email aja tolong dong,negatif
Pengguna Google,5,05/05/2026 1:10,4.16.1,sangat sangat membantu sekali apk jkn ini,negatif
Pengguna Google,5,05/05/2026 1:08,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/05/2026 1:01,4.16.1,mantab,negatif
Pengguna Google,5,05/05/2026 1:00,4.16.1,sangat puas,positif
Pengguna Google,2,05/05/2026 0:59,4.16.1,entah lah aplikasi pemerintah gak ada satu pun yg beres di awal pas daftar otp gak masuk mulu ternyata harus pake pulsa tolong dong tuliskan info kalo untuk meminta kode otp itu diperlukan pulsa karena gak semua org faham terus udah berhasil saat mau ambil antrean padahal udah klik untuk besok eh tiba udah selesai dengan sendiri nya pelayanan kesehatan anda telah selesai padahal ambil antrean untuk besok pas di cek lagi riwayat tertulis hari ini buang waktu dan tenaga aja,negatif
Pengguna Google,3,05/05/2026 0:57,4.16.1,aplikasinya ribet tiap mau masuk buka ktp buka dompet indonesia ni ga bisa ya buat app simple kebanyakan korup makanya ribet biar ada celah,negatif
Pengguna Google,5,05/05/2026 0:53,4.16.1,bagus,positif
Pengguna Google,4,05/05/2026 0:41,4.16.1,sejauh ini alhamdulillah membantu sekali tapi untuk saya yg lupaan ganti password bulan sekali itu rasanya merepotkan tapi ya udah lah demi keamanan kan,positif
Pengguna Google,5,05/05/2026 0:40,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/05/2026 0:37,4.16.1,okay cukup bagus,positif
Pengguna Google,5,05/05/2026 0:31,4.16.1,sangat berguna,negatif
Pengguna Google,5,05/05/2026 0:30,4.16.1,sangat mudah membantu,negatif
Pengguna Google,5,05/05/2026 0:25,4.16.1,jkn yang fantastis,negatif
Pengguna Google,5,05/05/2026 0:21,4.16.1,keren banget,positif
Pengguna Google,5,05/05/2026 0:17,4.16.1,sangat bermanfaat,negatif
Pengguna Google,1,05/05/2026 0:09,4.16.1,aplikasi jelek suka ke logout sendiri captcha nya lama amat mau dapat,negatif
Pengguna Google,1,05/04/2026 23:46,4.16.1,ga bisa masuk jkn apk payah percuma tiap bulan potong gaji buat ini mau berobat ga bisa sial,negatif
Pengguna Google,5,05/04/2026 23:41,4.16.1,sangat bermanfaat,negatif
Pengguna Google,5,05/04/2026 23:34,4.16.1,cm saran utk perubahan faskes terlalu lama menunggu kalau baru bisa digunakan harus menunggu bulan,negatif
Pengguna Google,1,05/04/2026 23:14,4.16.1,mau ambil antrian di faskes via online aja gabisa padahal dulu bisa joh,negatif
Pengguna Google,5,05/04/2026 23:13,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/04/2026 23:02,4.16.1,sangat memmbantu,negatif
Pengguna Google,4,05/04/2026 22:48,4.16.1,mempermudahkan,negatif
Pengguna Google,5,05/04/2026 22:25,4.16.1,sangat membantu dan memudahkan,negatif
Pengguna Google,5,05/04/2026 22:16,4.16.1,nomor telepon gk ada kode otp,negatif
Pengguna Google,5,05/04/2026 21:53,4.16.1,membantu,negatif
Pengguna Google,1,05/04/2026 21:52,4.16.1,udah semingguan mau login selalu permintaan gak bisa di proses terus,negatif
Pengguna Google,5,05/04/2026 20:32,4.16.1,good,negatif
Pengguna Google,5,05/04/2026 20:14,4.16.1,baguss,positif
Pengguna Google,1,05/04/2026 19:21,4.16.1,aplikasi apaan dah masa ga bisa login hapus aja kalau ga niat melayani,negatif
Pengguna Google,5,05/04/2026 18:55,4.16.1,mempermudah proses semuanya,negatif
Pengguna Google,5,05/04/2026 17:00,4.14.0,mantul,negatif
Pengguna Google,1,05/04/2026 16:50,4.14.0,udah ribet susah masuknya lagi gmn kalo urgen,negatif
Pengguna Google,5,05/04/2026 16:50,4.16.1,terbaik apk bosku,positif
Pengguna Google,1,05/04/2026 16:25,4.16.1,aplikasi bengakkk dikit logout pas mau login lagi bacaan nik salah padahal udah sesuai tolong diperbaiki lagi nyusahin aja bikin orng emosi,positif
Pengguna Google,2,05/04/2026 16:16,4.16.1,barusan abis update jujur ui nya lebih jelek mendingan yg versi lama versi sekarang kerasa kayak tone down gitu warnanya monoton juga banyak teks yang keluar frame jadi informasi ga tersampaikan dengan baik terus di menu riwayat pemeriksaan masa ada watermark nik juga sih urgensi nya apa ya dikasih wm gitu kalo di ss gampang tuh nik nyebar,negatif
Pengguna Google,1,05/04/2026 16:01,4.16.1,aplikasi gaje setiap login suruh login ulang giliran lupa sandi malah ga kekirim kode otp nya gajeee,negatif
Pengguna Google,5,05/04/2026 15:42,4.16.1,lebih mudah lebih cepat lebih oke,positif
Pengguna Google,4,05/04/2026 15:34,4.16.1,bagus membantu pendaftaran,positif
Pengguna Google,5,05/04/2026 15:14,4.16.1,aplikasi ini sangat bermanfaat,negatif
Pengguna Google,1,05/04/2026 15:13,4.14.0,apk kocak nagih iruan aja cepat itu apk dibenahi dulu akun sering logout tanpa sebab setiap mau loogin saja ribetnya minta ampun apk kocak,positif
Pengguna Google,1,05/04/2026 15:12,4.16.1,udah registrasi lengkap katanya udah berhasil tapi ngga bisa masuk akun,negatif
Pengguna Google,1,05/04/2026 15:10,4.16.1,kenapa selalu tidak ada kode otp melalu nomor kita padahal nomornya aktiv sudah hari coba daftar tidak bisa mohon segera di perbaiki terima kasih,positif
Pengguna Google,2,05/04/2026 15:03,4.16.1,setelah pembaruan saya tidak bisa login padahal nik dan sandinya benar mohon segera diperbaiki bug aplikasinya,positif
Pengguna Google,5,05/04/2026 15:03,4.16.1,di perbaiki lah sistem nya masa ga masuk masuk kode verifikasi nya di sms katanya harus ada pulsanya tp tetep ga bisa ya g bener bikin sistem,positif
Pengguna Google,5,05/04/2026 14:57,4.16.1,jujur saya sedang mengalami kendala terkait data saya tbtb tidak ditanggung padahal pembayaran rutin lunas solusinya apa ya selain reaktivasi,negatif
Pengguna Google,5,05/04/2026 14:52,4.16.1,sejauh ini masih aman pakai nya,positif
Pengguna Google,4,05/04/2026 14:50,4.16.1,sangat bermanfaat,negatif
Pengguna Google,4,05/04/2026 14:40,4.16.1,mendesak mau periksa ektp muncul minta skrining eh muter aja lama kenapa itu kn jd gk bs daftar,negatif
Pengguna Google,5,05/04/2026 14:29,4.16.1,fitur dan layanan mudah digunakan,negatif
Pengguna Google,5,05/04/2026 14:22,4.16.1,the best,positif
Pengguna Google,1,05/04/2026 14:18,4.16.1,aplikasi ruwet wong buat lansia aja pake foto hadap kiri kanan dll mestinya buat cuma daftar antrian online buat aplikasi yg mudah toh juga pasien rata yg sakit kok pake ferifikasi foto detail klo pasien sakit stroke gima jadi nya ga selesai daftarnya ruwet,positif
Pengguna Google,1,05/04/2026 14:13,4.16.1,suka tiba tiba logout terus susah masuknya lagi mau login gabisa terusssss gimana si aplikasi gajelassss,positif
Pengguna Google,1,05/04/2026 14:07,4.16.1,tolong diperbaikii,positif
Pengguna Google,4,05/04/2026 13:45,4.16.1,ribet,negatif
Pengguna Google,5,05/04/2026 13:35,4.16.1,terbanti banget,negatif
Pengguna Google,2,05/04/2026 13:31,4.16.1,kenapa sih gak bisa bayar lewat qris kurang canggih,negatif
Pengguna Google,1,05/04/2026 13:24,4.16.1,kode sms gapernah masuk,negatif
Pengguna Google,5,05/04/2026 13:22,4.14.0,puas,positif
Pengguna Google,5,05/04/2026 13:21,4.16.1,terimakasih apk jkn semua urusan jadi mudah,negatif
Pengguna Google,1,05/04/2026 13:18,4.16.1,aplikasi jelek mending hapus aj daftar berobat terjadi kesalahan mulu apk eror,negatif
Pengguna Google,5,05/04/2026 13:15,4.16.1,mantap,positif
Pengguna Google,5,05/04/2026 13:13,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/04/2026 12:59,4.16.1,terimakasih aplikasi ini sangat membantu sekali,negatif
Pengguna Google,5,05/04/2026 12:58,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/04/2026 12:58,4.16.1,ok,negatif
Pengguna Google,1,05/04/2026 12:54,4.16.1,kenapa dipaksa harus auto debet kan seharusnya bisa manual,negatif
Pengguna Google,1,05/04/2026 12:53,4.16.1,aok cacat kode otp tidak bisa dikirm,negatif
Pengguna Google,1,05/04/2026 12:47,4.16.1,daftar susah kode nya ga mau masuk padahal udah berbagai cara,negatif
Pengguna Google,5,05/04/2026 12:45,4.16.1,ok,negatif
Pengguna Google,1,05/04/2026 12:33,4.16.1,mau nanya ini kode otpnya kok gk dikirim kirim kenapa lama sekali ya padahal udah ganti hp sama saja ganti nomor email juga gak di kirim kirim kode otpnya gimana ini,negatif
Pengguna Google,5,05/04/2026 12:32,4.16.1,aplikasi agak payah dibukak,negatif
Pengguna Google,5,05/04/2026 12:31,4.16.1,aplikasinya cepat tidak bertele tele,positif
Pengguna Google,5,05/04/2026 12:15,4.16.1,ok,negatif
Pengguna Google,1,05/04/2026 12:13,4.16.1,ini smsnya mana,negatif
Pengguna Google,1,05/04/2026 12:06,4.16.1,aplikasi tidak jelas kode otp tidak pernah di kirim,negatif
Pengguna Google,1,05/04/2026 11:55,4.16.1,nmr hpku kok g bisa masuk yh permintaan tdk dapat di proses mulu,negatif
Pengguna Google,5,05/04/2026 11:52,4.16.1,mantap,positif
Pengguna Google,4,05/04/2026 11:50,4.16.1,baik,positif
Pengguna Google,5,05/04/2026 11:46,4.16.1,sangat memuaskan dan mempermudah,positif
Pengguna Google,5,05/04/2026 11:45,4.16.1,aplikasi yang sangat membantu sekali dan mempermudah ketika sedang darurat,negatif
Pengguna Google,5,05/04/2026 11:42,4.16.1,otp nomer hp kok belum muncul yah,negatif
Pengguna Google,5,05/04/2026 11:41,4.16.1,mabmntap,negatif
Pengguna Google,3,05/04/2026 11:40,4.16.1,aplikasinya buruk sering keluar entah apa maksudnya setelah cek in di loket registrasi baru ke bukak bisa setelah di scan surat control nya langsung tiba tiba log out harus masuk ulang ini gila sangat gila saya ampir tidak mengerti apa tujuan mereka,negatif
Pengguna Google,5,05/04/2026 11:36,4.16.1,bagus,positif
Pengguna Google,4,05/04/2026 11:36,4.16.1,bagus,positif
Pengguna Google,5,05/04/2026 11:28,4.16.1,bagus bgt pelayanannya,positif
Pengguna Google,5,05/04/2026 11:16,4.16.1,apk bagus,positif
Pengguna Google,1,05/04/2026 11:07,4.16.1,mao daftar baru ajh g pernah bisa,negatif
Pengguna Google,5,05/04/2026 11:02,4.16.1,terbaik,positif
Pengguna Google,5,05/04/2026 11:01,4.16.1,sangat baik dan sangat membantu untuk proses pendaftaran dalam pengobatan ke rumah sakit dan lebih praktis,positif
Pengguna Google,5,05/04/2026 10:50,4.16.1,aku kasih bintang biar kebaca aku udah ganti nomor hp melalui pandawa dan berhasil tapi tetep pas mau daftar bpjs di mobile jkn harus pake nomor hp yang pertama kali daftarin bpjs sedangkan nomor hpnya pun gak tau nomor siapa kasian emak ku mana kalau berobat ke puskesmas harus daftar online mana perawatnya judes lagi hadeuhhhh cape dehhh,negatif
Pengguna Google,5,05/04/2026 10:46,4.16.1,susah bagus pertahankan,positif
Pengguna Google,5,05/04/2026 10:46,4.16.1,berguna,negatif
Pengguna Google,5,05/04/2026 10:42,4.16.1,udah daftar pake wajah error pake no hp kode otp nya gak masuk pake gmail bisa ini error apa gimana maksudnya,negatif
Pengguna Google,1,05/04/2026 10:38,4.16.1,kode otp ga masuk masuk kerja ga becus,negatif
Pengguna Google,1,05/04/2026 10:31,4.16.1,aplikasi sangat susah digunakan susah daftarnya sering eror ga jelas saya sebagai orang it sangat kecewa padahal aplikasi harus memudahkan user,negatif
Pengguna Google,5,05/04/2026 10:06,4.16.1,sangat membantu,negatif
Pengguna Google,5,05/04/2026 10:05,4.16.1,lumayan lah,negatif
Pengguna Google,1,05/04/2026 10:03,4.16.1,pelayanan busuk mau bayar aja susah dan pengaduan muter yang jawab robot,negatif
Pengguna Google,5,05/04/2026 9:49,4.16.1,sangatttt membantu sekali,negatif
Pengguna Google,5,05/04/2026 9:43,4.16.1,baik dan cepat,positif
Pengguna Google,5,05/04/2026 9:40,4.16.1,tolong di perbaiki karen tidak bisa verifikasi nomor telepon sudah di ulang dalam beberapa menit tetap tidak bisa tolong di bantu,positif
Pengguna Google,1,05/04/2026 9:36,4.16.1,gak bisa login gangguan,negatif
Pengguna Google,5,05/04/2026 9:26,4.16.1,ok,negatif
Pengguna Google,5,05/04/2026 9:22,4.16.1,aplikasi cukup membantu,negatif
